visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
103549,370.38,32,18,22,4,Cat25,none,www.site1.com
103550,159.0,20,16,18,2,Cat4,Type2,www.site2.com
103551,439.7,26,10,12,2,Cat3,Type1,www.site2.com
103552,16.0,1,1,2,1,Cat39,Type1,www.site6.com
103553,144.77,17,9,10,1,Cat13,Type3,www.site3.com
103554,41.03,5,5,6,1,Cat17,none,www.site1.com
103555,508.16,8,2,4,2,Cat19,Type12,www.site4.com
103556,77.46,5,4,6,2,none,none,www.site1.com
103557,13.09,1,1,2,1,Cat10,none,www.site1.com
103558,11.66,2,2,3,1,Cat24,none,www.site1.com
103559,86.18,1,1,2,1,Cat41,none,www.site1.com
103560,50.16,4,4,5,1,Cat6,none,www.site1.com
103561,117.46,1,1,2,1,Cat17,none,www.site1.com
103562,35.0,1,1,2,1,Cat51,none,www.site1.com
103563,225.73,5,4,5,1,Cat32,none,www.site1.com
103564,48.07,2,2,3,1,Cat4,Type1,www.site3.com
103565,327.85,9,7,8,1,Cat65,none,www.site1.com
103566,7.5,1,1,2,1,Cat15,none,www.site1.com
103567,19.94,2,2,3,1,Cat8,none,www.site1.com
103568,99.98,1,1,2,1,Cat39,Type1,www.site6.com
103569,41.94,4,4,5,1,Cat24,none,www.site1.com
103570,46.36,5,5,6,1,Cat52,none,www.site1.com
103571,202.96,22,12,14,2,Cat36,Type2,www.site5.com
103572,61.47,7,7,9,2,Cat23,none,www.site1.com
103573,80.91,3,1,2,1,Cat60,none,www.site1.com
103574,28.16,1,1,2,1,Cat3,Type1,www.site2.com
103575,17.95,2,2,3,1,Cat4,Type1,www.site2.com
103576,117.93,1,1,2,1,Cat17,none,www.site1.com
103577,22.47,1,1,2,1,Cat6,none,www.site1.com
103578,42.29,4,4,5,1,Cat4,Type1,www.site2.com
103579,15.88,1,1,2,1,Cat31,none,www.site1.com
103580,154.35,4,2,3,1,none,none,www.site1.com
103581,15547.68,12,1,2,1,Cat27,none,www.site1.com
103582,34.87,1,1,2,1,Cat1,none,www.site1.com
103583,49.52,1,1,2,1,Cat17,none,www.site1.com
103584,43.19,4,4,6,2,Cat4,Type1,www.site3.com
103585,599.5,4,2,3,1,none,none,www.site1.com
103586,27.88,1,1,2,1,Cat4,Type1,www.site3.com
103587,56.94,5,5,7,2,Cat3,Type1,www.site2.com
103588,49.95,1,1,2,1,Cat19,Type2,www.site4.com
103589,5.98,1,1,2,1,Cat19,Type1,www.site4.com
103590,32.44,5,5,6,1,Cat6,none,www.site1.com
103591,160.2,5,4,8,4,Cat31,none,www.site1.com
103592,63.64,3,2,3,1,Cat11,none,www.site1.com
103593,52.47,4,4,5,1,Cat5,Type2,www.site2.com
103594,160.66,24,24,28,4,Cat4,Type1,www.site3.com
103595,20.25,2,2,3,1,none,none,www.site1.com
103596,94.56,1,1,2,1,Cat3,Type1,www.site2.com
103597,79.04,4,2,4,2,Cat3,Type1,www.site2.com
103598,73.85,2,2,3,1,Cat36,Type12,www.site7.com
103599,31.98,2,2,3,1,Cat30,none,www.site1.com
103600,239.99,1,1,2,1,Cat1,none,www.site1.com
103601,19.97,1,1,2,1,none,none,www.site1.com
103602,82.88,10,10,13,3,Cat6,none,www.site1.com
103603,1034.4,3,2,4,2,Cat3,Type1,www.site2.com
103604,207.31,7,4,5,1,Cat21,none,www.site1.com
103605,55.83,5,5,6,1,Cat63,none,www.site1.com
103606,52.0,8,8,9,1,Cat69,none,www.site1.com
103607,75.3,2,2,4,2,Cat22,Type2,www.site3.com
103608,43.74,5,5,7,2,none,none,www.site1.com
103609,100.0,2,2,4,2,Cat10,none,www.site1.com
103610,7.33,2,2,4,2,Cat6,none,www.site1.com
103611,163.65,6,2,3,1,Cat21,none,www.site1.com
103612,509.65,3,2,3,1,Cat30,none,www.site1.com
103613,116.61,10,10,12,2,Cat3,Type1,www.site2.com
103614,6.97,1,1,2,1,Cat3,Type1,www.site2.com
103615,15.88,1,1,2,1,Cat3,Type1,www.site2.com
103616,1456.0,2,2,4,2,Cat1,none,www.site1.com
103617,500.0,2,1,2,1,Cat47,none,www.site1.com
103618,78.42,7,6,7,1,Cat12,none,www.site1.com
103619,51.88,1,1,2,1,Cat18,none,www.site1.com
103620,61.94,6,6,8,2,Cat64,none,www.site1.com
103621,16.24,1,1,2,1,Cat39,Type1,www.site6.com
103622,23.71,2,2,7,5,Cat12,none,www.site1.com
103623,124.0,2,1,2,1,Cat3,Type1,www.site2.com
103624,189.73,4,2,3,1,Cat31,none,www.site1.com
103625,100.0,1,1,2,1,Cat3,Type1,www.site2.com
103626,79.95,4,4,5,1,Cat17,none,www.site1.com
103627,15.0,1,1,2,1,Cat13,Type2,www.site2.com
103628,204.48,4,1,2,1,Cat4,Type1,www.site3.com
103629,7.0,1,1,3,2,Cat20,none,www.site1.com
103630,19.94,1,1,2,1,Cat10,none,www.site1.com
103631,11.6,1,1,2,1,Cat45,Type1,www.site5.com
103632,96.3,13,11,12,1,Cat23,none,www.site1.com
103633,60.01,3,3,4,1,Cat1,none,www.site1.com
103634,107.52,2,1,2,1,Cat24,none,www.site1.com
103635,50.81,7,7,8,1,Cat4,Type1,www.site2.com
103636,65.92,6,2,3,1,Cat4,Type1,www.site3.com
103637,279.84,4,3,5,2,Cat11,none,www.site1.com
103638,56.33,2,2,3,1,Cat24,none,www.site1.com
103639,12.88,1,1,2,1,Cat10,none,www.site1.com
103640,159.69,1,1,2,1,Cat3,Type1,www.site2.com
103641,311.86,14,3,4,1,Cat57,none,www.site1.com
103642,668.48,2,1,2,1,Cat63,none,www.site1.com
103643,104.97,1,1,2,1,Cat17,none,www.site1.com
103644,38.31,3,2,3,1,Cat3,Type1,www.site2.com
103645,62.09,5,5,7,2,Cat4,Type1,www.site2.com
103646,89.14,2,2,4,2,Cat49,none,www.site1.com
103647,278.82,4,3,5,2,Cat6,none,www.site1.com
103648,59.57,3,3,4,1,none,none,www.site1.com
103649,39.95,1,1,2,1,Cat30,none,www.site1.com
103650,62.02,4,4,8,4,Cat3,Type1,www.site2.com
103651,15.96,1,1,2,1,Cat8,none,www.site1.com
103652,917.78,5,3,4,1,none,none,www.site1.com
103653,57.58,5,5,6,1,Cat3,Type1,www.site2.com
103654,69.86,14,12,13,1,Cat4,Type1,www.site3.com
103655,124.05,9,6,7,1,Cat12,none,www.site1.com
103656,7.99,1,1,2,1,Cat3,Type1,www.site2.com
103657,143.08,14,12,16,4,Cat19,Type2,www.site4.com
103658,5.0,1,1,2,1,Cat4,Type1,www.site3.com
103659,104.5,14,14,16,2,Cat52,none,www.site1.com
103660,35.0,1,1,2,1,Cat4,Type1,www.site3.com
103661,75.42,11,8,10,2,Cat39,Type1,www.site6.com
103662,38.32,4,4,6,2,Cat5,Type1,www.site2.com
103663,208.51,11,6,7,1,Cat21,none,www.site1.com
103664,100.82,10,10,12,2,Cat1,none,www.site1.com
103665,330.95,6,2,4,2,Cat14,none,www.site1.com
103666,158.25,10,8,9,1,none,none,www.site1.com
103667,3.57,1,1,2,1,Cat39,Type1,www.site6.com
103668,52.84,5,5,6,1,none,none,www.site1.com
103669,90.93,7,7,8,1,Cat43,none,www.site1.com
103670,54.13,5,5,8,3,Cat3,Type1,www.site2.com
103671,58.0,4,4,5,1,Cat3,Type1,www.site2.com
103672,29.98,1,1,2,1,none,none,www.site1.com
103673,45.0,1,1,2,1,Cat27,none,www.site1.com
103674,25.92,3,3,4,1,Cat65,none,www.site1.com
103675,5.72,1,1,2,1,Cat49,none,www.site1.com
103676,44.95,1,1,2,1,Cat18,none,www.site1.com
103677,517.7,33,9,10,1,Cat24,none,www.site1.com
103678,59.99,1,1,2,1,none,none,www.site1.com
103679,56.74,4,4,7,3,Cat52,none,www.site1.com
103680,125.17,5,3,4,1,Cat3,Type1,www.site2.com
103681,83.9,14,12,13,1,Cat16,none,www.site1.com
103682,99.85,3,2,3,1,Cat6,none,www.site1.com
103683,40.99,1,1,2,1,Cat3,Type1,www.site2.com
103684,32.95,2,2,3,1,Cat3,Type1,www.site2.com
103685,146.99,19,12,14,2,Cat3,Type1,www.site2.com
103686,47.16,3,1,2,1,Cat27,none,www.site1.com
103687,60.8,6,4,6,2,Cat63,none,www.site1.com
103688,152.78,16,9,11,2,Cat24,none,www.site1.com
103689,48.88,1,1,2,1,Cat17,none,www.site1.com
103690,169.0,1,1,2,1,Cat30,none,www.site1.com
103691,116.8,16,16,18,2,Cat56,none,www.site1.com
103692,17.37,3,1,2,1,Cat4,Type1,www.site2.com
103693,77.64,6,6,10,4,Cat13,Type3,www.site2.com
103694,115.52,5,3,4,1,Cat76,Type1,www.site11.com
103695,130.06,10,10,12,2,Cat3,Type1,www.site2.com
103696,162.26,5,2,3,1,Cat23,none,www.site1.com
103697,179.76,12,12,20,8,Cat13,Type1,www.site2.com
103698,19.88,1,1,2,1,Cat6,none,www.site1.com
103699,130.0,3,3,5,2,Cat3,Type1,www.site2.com
103700,114.54,13,13,14,1,none,none,www.site1.com
103701,94.52,3,2,3,1,Cat26,Type2,www.site5.com
103702,96.95,11,9,10,1,none,none,www.site1.com
103703,396.0,2,1,3,2,Cat17,none,www.site1.com
103704,6.99,1,1,2,1,Cat26,Type1,www.site5.com
103705,74.49,4,4,5,1,Cat19,Type1,www.site4.com
103706,36.22,1,1,2,1,Cat16,none,www.site1.com
103707,75.86,7,7,9,2,Cat3,Type1,www.site2.com
103708,290.56,7,2,3,1,Cat19,Type1,www.site4.com
103709,141.18,18,18,20,2,Cat3,Type1,www.site2.com
103710,24.99,1,1,2,1,Cat13,Type2,www.site3.com
103711,100.0,1,1,2,1,Cat3,Type1,www.site2.com
103712,104.97,1,1,2,1,Cat17,none,www.site1.com
103713,579.47,4,4,7,3,Cat70,none,www.site1.com
103714,98.23,5,3,4,1,Cat26,Type1,www.site5.com
103715,99.48,1,1,2,1,Cat13,Type2,www.site2.com
103716,21.5,2,2,3,1,Cat12,none,www.site1.com
103717,189.76,6,4,6,2,Cat3,Type1,www.site2.com
103718,154.56,18,12,16,4,Cat3,Type1,www.site2.com
103719,247.01,7,4,5,1,Cat19,Type1,www.site4.com
103720,75.3,3,2,4,2,Cat14,none,www.site1.com
103721,52.9,8,8,9,1,Cat39,Type1,www.site6.com
103722,107.85,3,3,6,3,Cat22,Type2,www.site3.com
103723,335.12,6,6,8,2,Cat3,Type1,www.site2.com
103724,55.42,4,4,5,1,Cat23,none,www.site1.com
103725,119.03,3,2,4,2,Cat19,Type1,www.site4.com
103726,184.95,1,1,2,1,Cat8,none,www.site1.com
103727,39.95,1,1,2,1,Cat3,Type1,www.site2.com
103728,89.84,4,2,5,3,Cat14,none,www.site1.com
103729,92.06,8,8,9,1,Cat52,none,www.site1.com
103730,56.87,4,4,6,2,Cat12,none,www.site1.com
103731,16.44,1,1,2,1,Cat57,none,www.site1.com
103732,132.85,8,5,8,3,Cat68,none,www.site1.com
103733,109.75,25,21,22,1,Cat10,none,www.site1.com
103734,52.48,3,3,4,1,Cat14,none,www.site1.com
103735,57.85,5,5,7,2,none,none,www.site1.com
103736,14.99,1,1,2,1,none,none,www.site1.com
103737,1125.73,15,12,16,4,Cat11,none,www.site1.com
103738,103.99,2,2,3,1,Cat3,Type1,www.site2.com
103739,2304.15,54,27,33,6,Cat94,Type1,www.site5.com
103740,101.65,5,4,5,1,Cat3,Type1,www.site2.com
103741,164.7,12,8,10,2,Cat23,none,www.site1.com
103742,373.0,20,4,5,1,Cat11,none,www.site1.com
103743,83.99,1,1,2,1,Cat3,Type1,www.site2.com
103744,346.88,4,4,6,2,Cat26,Type1,www.site5.com
103745,26.94,1,1,2,1,Cat3,Type1,www.site2.com
103746,66.91,2,2,3,1,Cat24,none,www.site1.com
103747,2161.28,32,5,7,2,none,none,www.site1.com
103748,107.87,10,9,10,1,Cat25,none,www.site1.com
103749,17.0,1,1,2,1,Cat36,Type1,www.site5.com
103750,425.1,8,8,12,4,Cat6,none,www.site1.com
103751,61.94,2,2,3,1,Cat51,none,www.site1.com
103752,42.98,4,4,6,2,Cat36,Type12,www.site7.com
103753,83.99,1,1,2,1,Cat83,Type1,www.site12.com
103754,81.8,4,3,4,1,Cat65,none,www.site1.com
103755,219.0,1,1,2,1,Cat4,Type1,www.site3.com
103756,27.77,1,1,2,1,Cat8,none,www.site1.com
103757,499.25,5,1,2,1,Cat18,none,www.site1.com
103758,59.36,4,4,6,2,Cat8,none,www.site1.com
103759,51.25,8,8,9,1,Cat4,Type1,www.site3.com
103760,2054.75,66,23,24,1,Cat31,none,www.site1.com
103761,11.09,1,1,2,1,Cat13,Type2,www.site3.com
103762,23.47,2,2,3,1,Cat71,none,www.site1.com
103763,167.37,20,19,23,4,Cat6,none,www.site1.com
103764,103.29,1,1,2,1,Cat2,none,www.site1.com
103765,125.0,1,1,2,1,Cat1,none,www.site1.com
103766,167.0,5,5,6,1,Cat4,Type1,www.site3.com
103767,29.88,1,1,2,1,Cat39,Type1,www.site6.com
103768,405.0,9,9,18,9,Cat47,none,www.site1.com
103769,69.3,11,11,13,2,Cat4,Type1,www.site3.com
103770,45.51,2,2,3,1,Cat43,none,www.site1.com
103771,483.57,9,1,2,1,none,none,www.site1.com
103772,89.98,1,1,2,1,Cat18,none,www.site1.com
103773,233.57,15,10,11,1,Cat30,none,www.site1.com
103774,44.44,1,1,2,1,Cat13,Type2,www.site3.com
103775,99.0,1,1,2,1,Cat23,none,www.site1.com
103776,124.12,6,6,12,6,Cat3,Type1,www.site2.com
103777,42.87,3,3,5,2,Cat3,Type1,www.site2.com
103778,7.88,1,1,2,1,Cat48,Type1,www.site6.com
103779,48.88,1,1,2,1,Cat17,none,www.site1.com
103780,335.6,42,32,34,2,Cat95,none,www.site1.com
103781,289.77,45,30,33,3,Cat21,none,www.site1.com
103782,33.98,2,2,3,1,Cat49,none,www.site1.com
103783,56.23,5,5,6,1,Cat31,none,www.site1.com
103784,318.54,15,9,11,2,Cat4,Type1,www.site3.com
103785,35.34,4,4,6,2,Cat13,Type1,www.site3.com
103786,9.98,2,2,4,2,Cat4,Type2,www.site3.com
103787,287.0,1,1,2,1,Cat8,none,www.site1.com
103788,120.04,5,2,6,4,Cat19,Type1,www.site4.com
103789,48.88,1,1,2,1,Cat17,none,www.site1.com
103790,67.77,2,2,3,1,Cat19,Type1,www.site4.com
103791,399.0,1,1,2,1,Cat36,Type1,www.site5.com
103792,8.22,1,1,2,1,none,none,www.site1.com
103793,407.43,8,3,4,1,Cat18,none,www.site1.com
103794,119.99,1,1,3,2,Cat39,Type1,www.site6.com
103795,55.28,8,8,9,1,Cat13,Type2,www.site2.com
103796,192.82,10,6,9,3,Cat3,Type1,www.site2.com
103797,198.67,22,19,21,2,Cat1,none,www.site1.com
103798,35.0,3,3,4,1,Cat6,none,www.site1.com
103799,18.22,2,2,4,2,Cat60,none,www.site1.com
103800,52.91,6,6,7,1,Cat3,Type1,www.site2.com
103801,59.88,2,1,2,1,Cat14,none,www.site1.com
103802,70.94,7,6,7,1,Cat3,Type1,www.site2.com
103803,180.88,5,3,4,1,Cat12,none,www.site1.com
103804,167.58,18,14,15,1,Cat13,Type3,www.site3.com
103805,335.44,14,10,12,2,Cat3,Type1,www.site2.com
103806,9.98,1,1,2,1,Cat11,none,www.site1.com
103807,68.19,11,11,12,1,Cat18,none,www.site1.com
103808,45.0,1,1,2,1,Cat13,Type2,www.site3.com
103809,93.64,9,5,6,1,Cat6,none,www.site1.com
103810,29.0,1,1,2,1,Cat36,Type12,www.site7.com
103811,103.94,7,7,8,1,Cat11,none,www.site1.com
103812,69.22,4,4,5,1,Cat78,none,www.site1.com
103813,87.85,8,7,8,1,Cat8,none,www.site1.com
103814,79.38,4,3,4,1,Cat23,none,www.site1.com
103815,199.99,1,1,2,1,Cat14,none,www.site1.com
103816,19.97,3,3,4,1,Cat3,Type1,www.site2.com
103817,18.0,1,1,2,1,Cat16,none,www.site1.com
103818,182.96,4,4,6,2,Cat24,none,www.site1.com
103819,57.84,3,3,4,1,Cat78,none,www.site1.com
103820,108.62,10,10,12,2,Cat3,Type1,www.site2.com
103821,20.49,1,1,4,3,Cat14,none,www.site1.com
103822,373.98,4,4,6,2,Cat19,Type2,www.site4.com
103823,108.04,5,5,9,4,none,none,www.site1.com
103824,65.81,7,7,8,1,Cat3,Type1,www.site2.com
103825,87.96,1,1,3,2,Cat17,none,www.site1.com
103826,186.94,18,17,18,1,Cat3,Type1,www.site2.com
103827,138.39,1,1,2,1,Cat3,Type1,www.site2.com
103828,76.92,3,3,4,1,Cat27,none,www.site1.com
103829,65.37,3,3,4,1,none,none,www.site1.com
103830,59.83,3,3,4,1,Cat4,Type1,www.site3.com
103831,18.94,3,3,4,1,none,none,www.site1.com
103832,6.76,1,1,2,1,Cat3,Type1,www.site2.com
103833,102.62,12,12,18,6,Cat57,none,www.site1.com
103834,78.89,2,2,3,1,Cat24,none,www.site1.com
103835,11.67,1,1,2,1,Cat52,none,www.site1.com
103836,179.92,2,1,2,1,Cat62,none,www.site1.com
103837,98.17,1,1,2,1,Cat17,none,www.site1.com
103838,12.4,1,1,2,1,Cat3,Type1,www.site2.com
103839,31.44,4,4,6,2,Cat65,none,www.site1.com
103840,29.96,2,2,4,2,Cat31,none,www.site1.com
103841,89.96,2,2,3,1,Cat12,none,www.site1.com
103842,85.0,1,1,2,1,Cat1,none,www.site1.com
103843,248.0,1,1,2,1,Cat36,Type2,www.site5.com
103844,48.37,4,4,5,1,Cat4,Type1,www.site3.com
103845,50.1,13,13,14,1,none,none,www.site1.com
103846,163.0,1,1,2,1,Cat3,Type1,www.site2.com
103847,103.12,10,9,11,2,Cat19,Type1,www.site4.com
103848,48.84,1,1,2,1,Cat20,none,www.site1.com
103849,17.04,2,2,4,2,Cat26,Type1,www.site5.com
103850,408.16,6,6,8,2,Cat32,none,www.site1.com
103851,48.88,1,1,3,2,Cat17,none,www.site1.com
103852,31.88,2,1,2,1,Cat3,Type1,www.site2.com
103853,37.78,2,2,4,2,Cat23,none,www.site1.com
103854,54.52,7,7,9,2,Cat8,none,www.site1.com
103855,45.6,6,6,7,1,Cat69,none,www.site1.com
103856,104.46,8,8,10,2,Cat20,none,www.site1.com
103857,25.69,2,2,3,1,Cat9,none,www.site1.com
103858,4.7,1,1,2,1,Cat78,none,www.site1.com
103859,119.81,5,3,6,3,Cat21,none,www.site1.com
103860,36.99,1,1,2,1,Cat3,Type1,www.site2.com
103861,3.98,1,1,2,1,Cat4,Type1,www.site3.com
103862,321.27,18,9,12,3,Cat3,Type1,www.site2.com
103863,389.97,3,3,6,3,Cat21,none,www.site1.com
103864,32.92,2,1,2,1,Cat21,none,www.site1.com
103865,89.91,3,1,2,1,Cat18,none,www.site1.com
103866,7.19,1,1,2,1,Cat1,none,www.site1.com
103867,83.67,5,3,4,1,Cat3,Type1,www.site2.com
103868,9.19,1,1,3,2,Cat36,Type12,www.site7.com
103869,785.84,3,2,3,1,Cat3,Type1,www.site2.com
103870,88.15,7,4,5,1,Cat6,none,www.site1.com
103871,64.92,2,2,3,1,Cat12,none,www.site1.com
103872,53.53,11,11,12,1,Cat13,Type1,www.site3.com
103873,205.14,24,21,24,3,none,none,www.site1.com
103874,20.98,1,1,2,1,Cat3,Type1,www.site2.com
103875,159.98,1,1,3,2,Cat39,Type1,www.site6.com
103876,15.99,1,1,2,1,Cat3,Type1,www.site2.com
103877,39.48,2,2,4,2,Cat30,none,www.site1.com
103878,35.0,1,1,2,1,Cat10,none,www.site1.com
103879,35.0,1,1,2,1,Cat4,Type1,www.site3.com
103880,33.84,3,3,4,1,none,none,www.site1.com
103881,38.0,2,2,3,1,Cat36,Type12,www.site7.com
103882,372.85,1,1,2,1,Cat8,none,www.site1.com
103883,81.72,3,1,2,1,Cat24,none,www.site1.com
103884,51.12,6,6,8,2,Cat13,Type5,www.site3.com
103885,240.44,5,4,5,1,Cat43,none,www.site1.com
103886,167.6,4,4,6,2,Cat24,none,www.site1.com
103887,24.0,1,1,2,1,Cat3,Type1,www.site2.com
103888,97.1,6,6,7,1,Cat3,Type1,www.site2.com
103889,281.72,6,6,12,6,Cat19,Type1,www.site4.com
103890,35.3,3,3,4,1,Cat10,none,www.site1.com
103891,6.23,1,1,2,1,Cat9,none,www.site1.com
103892,140.16,12,6,7,1,Cat65,none,www.site1.com
103893,15.0,1,1,2,1,Cat18,none,www.site1.com
103894,47.97,7,7,8,1,Cat4,Type1,www.site3.com
103895,19.99,1,1,2,1,Cat39,Type1,www.site6.com
103896,75.52,4,2,3,1,Cat12,none,www.site1.com
103897,160.07,11,5,6,1,Cat3,Type1,www.site2.com
103898,79.99,1,1,2,1,Cat13,Type1,www.site3.com
103899,31.44,2,1,2,1,Cat24,none,www.site1.com
103900,61.28,5,4,5,1,Cat18,none,www.site1.com
103901,351.56,15,5,7,2,Cat30,none,www.site1.com
103902,17.0,3,3,4,1,Cat11,none,www.site1.com
103903,195.21,23,19,20,1,Cat3,Type1,www.site2.com
103904,310.03,8,6,7,1,none,none,www.site1.com
103905,0.99,1,1,2,1,Cat3,Type1,www.site2.com
103906,29.95,1,1,2,1,Cat24,none,www.site1.com
103907,619.8,2,1,2,1,Cat61,none,www.site1.com
103908,30.43,2,2,3,1,Cat36,Type2,www.site5.com
103909,748.12,62,42,56,14,Cat36,Type12,www.site7.com
103910,13.0,1,1,2,1,Cat14,none,www.site1.com
103911,45.92,2,2,3,1,Cat78,none,www.site1.com
103912,42.99,1,1,2,1,Cat3,Type1,www.site2.com
103913,99.37,2,2,4,2,Cat26,Type2,www.site5.com
103914,60.39,3,2,3,1,none,none,www.site1.com
103915,78.16,8,8,12,4,Cat18,none,www.site1.com
103916,73.71,7,6,7,1,Cat11,none,www.site1.com
103917,62.75,3,3,8,5,Cat19,Type2,www.site4.com
103918,123.45,10,7,9,2,Cat3,Type1,www.site2.com
103919,172.7,13,8,10,2,Cat7,none,www.site1.com
103920,103.88,8,8,12,4,Cat3,Type1,www.site2.com
103921,16.47,1,1,2,1,Cat63,none,www.site1.com
103922,77.63,13,13,14,1,Cat11,none,www.site1.com
103923,28.44,1,1,2,1,Cat3,Type1,www.site2.com
103924,39.99,1,1,2,1,Cat3,Type1,www.site2.com
103925,60.76,2,2,3,1,Cat18,none,www.site1.com
103926,119.68,2,1,2,1,Cat18,none,www.site1.com
103927,9.88,1,1,2,1,Cat24,none,www.site1.com
103928,48.88,1,1,2,1,Cat17,none,www.site1.com
103929,129.02,5,3,4,1,Cat3,Type1,www.site2.com
103930,55.99,1,1,2,1,Cat36,Type2,www.site5.com
103931,13.97,1,1,2,1,Cat30,none,www.site1.com
103932,64.75,7,7,8,1,Cat4,Type15,www.site2.com
103933,164.12,14,6,15,9,Cat14,none,www.site1.com
103934,24.88,1,1,2,1,Cat24,none,www.site1.com
103935,31.02,3,3,5,2,Cat24,none,www.site1.com
103936,56.45,9,9,11,2,Cat21,none,www.site1.com
103937,78.36,9,6,7,1,none,none,www.site1.com
103938,175.0,2,2,3,1,Cat16,none,www.site1.com
103939,298.0,1,1,2,1,Cat4,Type1,www.site3.com
103940,324.75,5,1,2,1,Cat24,none,www.site1.com
103941,114.97,1,1,2,1,Cat17,none,www.site1.com
103942,276.3,8,6,8,2,none,none,www.site1.com
103943,95.0,1,1,2,1,Cat20,none,www.site1.com
103944,398.76,9,9,12,3,Cat13,Type3,www.site2.com
103945,51.65,8,8,9,1,Cat3,Type1,www.site2.com
103946,134.41,5,3,4,1,Cat8,none,www.site1.com
103947,106.33,1,1,2,1,Cat17,none,www.site1.com
103948,597.86,20,20,22,2,Cat37,none,www.site1.com
103949,76.0,4,4,5,1,Cat49,none,www.site1.com
103950,53.98,2,2,4,2,none,none,www.site1.com
103951,25.96,2,2,3,1,Cat4,Type1,www.site2.com
103952,99.72,7,4,5,1,Cat23,none,www.site1.com
103953,142.52,16,16,24,8,Cat13,Type1,www.site3.com
103954,32.96,2,2,3,1,Cat26,Type1,www.site5.com
103955,22.92,1,1,2,1,Cat26,Type2,www.site5.com
103956,54.02,10,10,13,3,Cat4,Type2,www.site2.com
103957,9.99,1,1,2,1,Cat3,Type1,www.site2.com
103958,51.98,6,6,7,1,Cat60,none,www.site1.com
103959,11.25,1,1,2,1,Cat8,none,www.site1.com
103960,15.0,1,1,3,2,Cat3,Type1,www.site2.com
103961,39.96,1,1,3,2,Cat39,Type1,www.site6.com
103962,37.97,1,1,2,1,Cat51,none,www.site1.com
103963,61.96,3,3,5,2,Cat33,none,www.site1.com
103964,114.14,10,10,14,4,Cat19,Type1,www.site4.com
103965,202.09,19,19,20,1,Cat7,none,www.site1.com
103966,108.56,13,9,10,1,Cat60,none,www.site1.com
103967,514.21,11,9,11,2,Cat3,Type1,www.site2.com
103968,161.01,10,4,6,2,Cat31,none,www.site1.com
103969,27.5,1,1,2,1,Cat26,Type2,www.site5.com
103970,111.66,8,8,10,2,Cat14,none,www.site1.com
103971,54.88,8,8,9,1,Cat13,Type2,www.site2.com
103972,39.38,5,4,8,4,Cat4,Type1,www.site2.com
103973,33.07,1,1,2,1,Cat3,Type1,www.site2.com
103974,104.97,1,1,2,1,Cat17,none,www.site1.com
103975,67.16,11,11,12,1,Cat9,none,www.site1.com
103976,50.3,5,5,6,1,none,none,www.site1.com
103977,131.79,10,9,11,2,none,none,www.site1.com
103978,61.09,6,5,9,4,none,none,www.site1.com
103979,47.64,4,3,4,1,Cat3,Type1,www.site2.com
103980,64.62,9,8,9,1,none,none,www.site1.com
103981,39.97,1,1,2,1,Cat1,none,www.site1.com
103982,6.9,1,1,2,1,Cat6,none,www.site1.com
103983,29.98,1,1,2,1,Cat4,Type1,www.site3.com
103984,37.98,3,3,4,1,Cat11,none,www.site1.com
103985,63.84,4,4,6,2,Cat13,Type1,www.site3.com
103986,54.95,2,2,3,1,Cat3,Type1,www.site2.com
103987,179.0,1,1,2,1,Cat39,Type1,www.site6.com
103988,508.36,9,2,3,1,Cat3,Type1,www.site2.com
103989,443.1,4,4,6,2,Cat8,none,www.site1.com
103990,88.2,19,13,14,1,Cat8,none,www.site1.com
103991,129.99,1,1,2,1,Cat15,none,www.site1.com
103992,17.97,1,1,2,1,Cat3,Type1,www.site2.com
103993,39.99,1,1,2,1,Cat10,none,www.site1.com
103994,93.97,2,2,3,1,Cat3,Type1,www.site2.com
103995,49.52,1,1,2,1,Cat17,none,www.site1.com
103996,53.99,2,2,3,1,Cat3,Type1,www.site2.com
103997,39.97,1,1,2,1,Cat27,none,www.site1.com
103998,25.97,1,1,2,1,none,none,www.site1.com
103999,287.4,9,9,12,3,Cat45,Type2,www.site5.com
104000,57.9,1,1,2,1,Cat20,none,www.site1.com
104001,12.17,1,1,2,1,Cat62,none,www.site1.com
104002,53.95,4,4,5,1,Cat24,none,www.site1.com
104003,7.05,1,1,2,1,Cat14,none,www.site1.com
104004,65.49,3,3,5,2,Cat23,none,www.site1.com
104005,268.64,26,12,14,2,Cat42,none,www.site1.com
104006,68.12,2,1,2,1,Cat10,none,www.site1.com
104007,67.72,10,9,10,1,Cat23,none,www.site1.com
104008,222.99,3,3,5,2,Cat4,Type1,www.site3.com
104009,50.19,3,3,5,2,none,none,www.site1.com
104010,28.96,2,2,5,3,Cat3,Type1,www.site2.com
104011,13.89,1,1,2,1,Cat39,Type1,www.site6.com
104012,64.57,12,10,11,1,Cat13,Type1,www.site3.com
104013,24.99,1,1,2,1,Cat25,none,www.site1.com
104014,117.65,9,9,10,1,Cat12,none,www.site1.com
104015,73.02,11,11,12,1,Cat7,none,www.site1.com
104016,479.04,4,2,5,3,none,none,www.site1.com
104017,362.26,6,6,8,2,Cat3,Type1,www.site2.com
104018,98.31,3,3,4,1,Cat3,Type1,www.site2.com
104019,159.88,2,1,2,1,Cat11,none,www.site1.com
